level_0,index,reviewer,date,body,location,state,year,month,fast food outlet,neg,neu,pos,compound,sentiment,terms
290,290,James,Nov. 13,drive thru 730pm spent 45 man rude order wrong got home suppose whopper double buns dry stale expired literally falling apart sandwiches ordered fries cold disgusting worst food ever ordered, Hatboro,PA,2021,Nov.,Burger King,0.378,0.622,0.0,-0.9349,negative,"['drive', 'thru', '730pm', 'spent', '45', 'man', 'rude', 'order', 'wrong', 'got', 'home', 'suppose', 'whopper', 'double', 'buns', 'dry', 'stale', 'expired', 'literally', 'falling', 'apart', 'sandwiches', 'ordered', 'fries', 'cold', 'disgusting', 'worst', 'food', 'ever', 'ordered']"
291,291,Rylee,Oct. 28,brand mcchicken five fing dollars taste like himalayan salt rock dipped pacific ocean wrapped come sock like three pieces four day old lettuce people suck dont go go mcdonalds cheaper, Mason City,NE,2021,Oct.,Burger King,0.083,0.774,0.143,0.2732,positive,"['brand', 'mcchicken', 'five', 'fing', 'dollars', 'taste', 'like', 'himalayan', 'salt', 'rock', 'dipped', 'pacific', 'ocean', 'wrapped', 'come', 'sock', 'like', 'three', 'pieces', 'four', 'day', 'old', 'lettuce', 'people', 'suck', 'dont', 'go', 'go', 'mcdonalds', 'cheaper']"
292,292,Bethany,Oct. 14,three locations three different occasions one thing common food never ready delivery arrive least 1 item either discontinued general mean come youre 24 hour food joint, Wichita,KS,2021,Oct.,Burger King,0.078,0.922,0.0,-0.2755,negative,"['three', 'locations', 'three', 'different', 'occasions', 'one', 'thing', 'common', 'food', 'never', 'ready', 'delivery', 'arrive', 'least', '1', 'item', 'either', 'discontinued', 'general', 'mean', 'come', 'youre', '24', 'hour', 'food', 'joint']"
293,293,Ramona,Oct. 8,went burger king brigham city excellent service friendly gal chantelle gave excellent whopper back sure, Brigham City,UT,2021,Oct.,Burger King,0.0,0.46,0.54,0.9169,positive,"['went', 'burger', 'king', 'brigham', 'city', 'excellent', 'service', 'friendly', 'gal', 'chantelle', 'gave', 'excellent', 'whopper', 'back', 'sure']"
294,294,Al,Oct. 4,recently stopped burger king drive hunt club road ottawa young lad working window grubby interested getting order card reader filthy screen barely seen many burger king outlets far dirtiest worst service, Brockville,ON,2021,Oct.,Burger King,0.24,0.691,0.069,-0.7717,negative,"['recently', 'stopped', 'burger', 'king', 'drive', 'hunt', 'club', 'road', 'ottawa', 'young', 'lad', 'working', 'window', 'grubby', 'interested', 'getting', 'order', 'card', 'reader', 'filthy', 'screen', 'barely', 'seen', 'many', 'burger', 'king', 'outlets', 'far', 'dirtiest', 'worst', 'service']"
295,295,marianne,Aug. 30,almost everything asked didnt iced tea evidently didnt chocolate chocolate shake got vanilla shake told chocolate first handed shake actually vanilla milk took back told wanted chocolate second time handed frozen vanilla milk dont know got onion rings instead french fries sitting long time cold hamburger cold wasnt good bad experience burger king wont go back oh didnt even give receipt im sure charge right, Pocatello,ID,2021,Aug.,Burger King,0.081,0.825,0.093,0.2173,positive,"['almost', 'everything', 'asked', 'didnt', 'iced', 'tea', 'evidently', 'didnt', 'chocolate', 'chocolate', 'shake', 'got', 'vanilla', 'shake', 'told', 'chocolate', 'first', 'handed', 'shake', 'actually', 'vanilla', 'milk', 'took', 'back', 'told', 'wanted', 'chocolate', 'second', 'time', 'handed', 'frozen', 'vanilla', 'milk', 'dont', 'know', 'got', 'onion', 'rings', 'instead', 'french', 'fries', 'sitting', 'long', 'time', 'cold', 'hamburger', 'cold', 'wasnt', 'good', 'bad', 'experience', 'burger', 'king', 'wont', 'go', 'back', 'oh', 'didnt', 'even', 'give', 'receipt', 'im', 'sure', 'charge', 'right']"
296,296,Melissa,Aug. 20,make us wait five minutes line drivethrough get time disappointed every time go everyone line get hold even fair need food go call drive thru fast food, Columbus,GA,2021,Aug.,Burger King,0.102,0.822,0.076,-0.2023,negative,"['make', 'us', 'wait', 'five', 'minutes', 'line', 'drivethrough', 'get', 'time', 'disappointed', 'every', 'time', 'go', 'everyone', 'line', 'get', 'hold', 'even', 'fair', 'need', 'food', 'go', 'call', 'drive', 'thru', 'fast', 'food']"
297,297,Sarah,Aug. 19,garlic bacon king absolutely terrible gave husband worst stomach issues ever 24 hours later still suffering burger staff window recommended burger absolutely disgusting, Oshkosh,WI,2021,Aug.,Burger King,0.419,0.528,0.053,-0.9258,negative,"['garlic', 'bacon', 'king', 'absolutely', 'terrible', 'gave', 'husband', 'worst', 'stomach', 'issues', 'ever', '24', 'hours', 'later', 'still', 'suffering', 'burger', 'staff', 'window', 'recommended', 'burger', 'absolutely', 'disgusting']"
298,298,Kevin,July 30,second bite bacon cheese burger pulled 6 hair burger good thinghad eaten much burger bad thinglost appetite threw food away wont going back make sure friends know poor food handling location, Cedar Rapids,IA,2021,July,Burger King,0.161,0.636,0.203,0.1779,neutral,"['second', 'bite', 'bacon', 'cheese', 'burger', 'pulled', '6', 'hair', 'burger', 'good', 'thinghad', 'eaten', 'much', 'burger', 'bad', 'thinglost', 'appetite', 'threw', 'food', 'away', 'wont', 'going', 'back', 'make', 'sure', 'friends', 'know', 'poor', 'food', 'handling', 'location']"
299,299,Teach,July 28,burger king 7923 white bluff rd savannah ga worst experience manager crew member said name waiting patiently line order taken high level understanding short staff continued wait customers front order taken crew member walked away afterwards tend drive thru understandable amazing job bagging taking orders taking money drive thru front counter manager bagging time time crew member picked slack however continued wait mask btw manager rolls eyes comes ignored approached said interrupts says youre rush going minute please mindful already waited 15 minutes rush would already left, Savannah,GA,2021,July,Burger King,0.09,0.847,0.063,-0.3818,negative,"['burger', 'king', '7923', 'white', 'bluff', 'rd', 'savannah', 'ga', 'worst', 'experience', 'manager', 'crew', 'member', 'said', 'name', 'waiting', 'patiently', 'line', 'order', 'taken', 'high', 'level', 'understanding', 'short', 'staff', 'continued', 'wait', 'customers', 'front', 'order', 'taken', 'crew', 'member', 'walked', 'away', 'afterwards', 'tend', 'drive', 'thru', 'understandable', 'amazing', 'job', 'bagging', 'taking', 'orders', 'taking', 'money', 'drive', 'thru', 'front', 'counter', 'manager', 'bagging', 'time', 'time', 'crew', 'member', 'picked', 'slack', 'however', 'continued', 'wait', 'mask', 'btw', 'manager', 'rolls', 'eyes', 'comes', 'ignored', 'approached', 'said', 'interrupts', 'says', 'youre', 'rush', 'going', 'minute', 'please', 'mindful', 'already', 'waited', '15', 'minutes', 'rush', 'would', 'already', 'left']"
300,300,James,Nov. 13,drive thru 730pm spent 45 man rude order wrong got home suppose whopper double buns dry stale expired literally falling apart sandwiches ordered fries cold disgusting worst food ever ordered, Hatboro,PA,2021,Nov.,Burger King,0.378,0.622,0.0,-0.9349,negative,"['drive', 'thru', '730pm', 'spent', '45', 'man', 'rude', 'order', 'wrong', 'got', 'home', 'suppose', 'whopper', 'double', 'buns', 'dry', 'stale', 'expired', 'literally', 'falling', 'apart', 'sandwiches', 'ordered', 'fries', 'cold', 'disgusting', 'worst', 'food', 'ever', 'ordered']"
301,301,Rylee,Oct. 28,brand mcchicken five fing dollars taste like himalayan salt rock dipped pacific ocean wrapped come sock like three pieces four day old lettuce people suck dont go go mcdonalds cheaper, Mason City,NE,2021,Oct.,Burger King,0.083,0.774,0.143,0.2732,positive,"['brand', 'mcchicken', 'five', 'fing', 'dollars', 'taste', 'like', 'himalayan', 'salt', 'rock', 'dipped', 'pacific', 'ocean', 'wrapped', 'come', 'sock', 'like', 'three', 'pieces', 'four', 'day', 'old', 'lettuce', 'people', 'suck', 'dont', 'go', 'go', 'mcdonalds', 'cheaper']"
302,302,Bethany,Oct. 14,three locations three different occasions one thing common food never ready delivery arrive least 1 item either discontinued general mean come youre 24 hour food joint, Wichita,KS,2021,Oct.,Burger King,0.078,0.922,0.0,-0.2755,negative,"['three', 'locations', 'three', 'different', 'occasions', 'one', 'thing', 'common', 'food', 'never', 'ready', 'delivery', 'arrive', 'least', '1', 'item', 'either', 'discontinued', 'general', 'mean', 'come', 'youre', '24', 'hour', 'food', 'joint']"
303,303,Ramona,Oct. 8,went burger king brigham city excellent service friendly gal chantelle gave excellent whopper back sure, Brigham City,UT,2021,Oct.,Burger King,0.0,0.46,0.54,0.9169,positive,"['went', 'burger', 'king', 'brigham', 'city', 'excellent', 'service', 'friendly', 'gal', 'chantelle', 'gave', 'excellent', 'whopper', 'back', 'sure']"
304,304,Al,Oct. 4,recently stopped burger king drive hunt club road ottawa young lad working window grubby interested getting order card reader filthy screen barely seen many burger king outlets far dirtiest worst service, Brockville,ON,2021,Oct.,Burger King,0.24,0.691,0.069,-0.7717,negative,"['recently', 'stopped', 'burger', 'king', 'drive', 'hunt', 'club', 'road', 'ottawa', 'young', 'lad', 'working', 'window', 'grubby', 'interested', 'getting', 'order', 'card', 'reader', 'filthy', 'screen', 'barely', 'seen', 'many', 'burger', 'king', 'outlets', 'far', 'dirtiest', 'worst', 'service']"
305,305,marianne,Aug. 30,almost everything asked didnt iced tea evidently didnt chocolate chocolate shake got vanilla shake told chocolate first handed shake actually vanilla milk took back told wanted chocolate second time handed frozen vanilla milk dont know got onion rings instead french fries sitting long time cold hamburger cold wasnt good bad experience burger king wont go back oh didnt even give receipt im sure charge right, Pocatello,ID,2021,Aug.,Burger King,0.081,0.825,0.093,0.2173,positive,"['almost', 'everything', 'asked', 'didnt', 'iced', 'tea', 'evidently', 'didnt', 'chocolate', 'chocolate', 'shake', 'got', 'vanilla', 'shake', 'told', 'chocolate', 'first', 'handed', 'shake', 'actually', 'vanilla', 'milk', 'took', 'back', 'told', 'wanted', 'chocolate', 'second', 'time', 'handed', 'frozen', 'vanilla', 'milk', 'dont', 'know', 'got', 'onion', 'rings', 'instead', 'french', 'fries', 'sitting', 'long', 'time', 'cold', 'hamburger', 'cold', 'wasnt', 'good', 'bad', 'experience', 'burger', 'king', 'wont', 'go', 'back', 'oh', 'didnt', 'even', 'give', 'receipt', 'im', 'sure', 'charge', 'right']"
306,306,Melissa,Aug. 20,make us wait five minutes line drivethrough get time disappointed every time go everyone line get hold even fair need food go call drive thru fast food, Columbus,GA,2021,Aug.,Burger King,0.102,0.822,0.076,-0.2023,negative,"['make', 'us', 'wait', 'five', 'minutes', 'line', 'drivethrough', 'get', 'time', 'disappointed', 'every', 'time', 'go', 'everyone', 'line', 'get', 'hold', 'even', 'fair', 'need', 'food', 'go', 'call', 'drive', 'thru', 'fast', 'food']"
307,307,Sarah,Aug. 19,garlic bacon king absolutely terrible gave husband worst stomach issues ever 24 hours later still suffering burger staff window recommended burger absolutely disgusting, Oshkosh,WI,2021,Aug.,Burger King,0.419,0.528,0.053,-0.9258,negative,"['garlic', 'bacon', 'king', 'absolutely', 'terrible', 'gave', 'husband', 'worst', 'stomach', 'issues', 'ever', '24', 'hours', 'later', 'still', 'suffering', 'burger', 'staff', 'window', 'recommended', 'burger', 'absolutely', 'disgusting']"
308,308,Kevin,July 30,second bite bacon cheese burger pulled 6 hair burger good thinghad eaten much burger bad thinglost appetite threw food away wont going back make sure friends know poor food handling location, Cedar Rapids,IA,2021,July,Burger King,0.161,0.636,0.203,0.1779,neutral,"['second', 'bite', 'bacon', 'cheese', 'burger', 'pulled', '6', 'hair', 'burger', 'good', 'thinghad', 'eaten', 'much', 'burger', 'bad', 'thinglost', 'appetite', 'threw', 'food', 'away', 'wont', 'going', 'back', 'make', 'sure', 'friends', 'know', 'poor', 'food', 'handling', 'location']"
309,309,Teach,July 28,burger king 7923 white bluff rd savannah ga worst experience manager crew member said name waiting patiently line order taken high level understanding short staff continued wait customers front order taken crew member walked away afterwards tend drive thru understandable amazing job bagging taking orders taking money drive thru front counter manager bagging time time crew member picked slack however continued wait mask btw manager rolls eyes comes ignored approached said interrupts says youre rush going minute please mindful already waited 15 minutes rush would already left, Savannah,GA,2021,July,Burger King,0.09,0.847,0.063,-0.3818,negative,"['burger', 'king', '7923', 'white', 'bluff', 'rd', 'savannah', 'ga', 'worst', 'experience', 'manager', 'crew', 'member', 'said', 'name', 'waiting', 'patiently', 'line', 'order', 'taken', 'high', 'level', 'understanding', 'short', 'staff', 'continued', 'wait', 'customers', 'front', 'order', 'taken', 'crew', 'member', 'walked', 'away', 'afterwards', 'tend', 'drive', 'thru', 'understandable', 'amazing', 'job', 'bagging', 'taking', 'orders', 'taking', 'money', 'drive', 'thru', 'front', 'counter', 'manager', 'bagging', 'time', 'time', 'crew', 'member', 'picked', 'slack', 'however', 'continued', 'wait', 'mask', 'btw', 'manager', 'rolls', 'eyes', 'comes', 'ignored', 'approached', 'said', 'interrupts', 'says', 'youre', 'rush', 'going', 'minute', 'please', 'mindful', 'already', 'waited', '15', 'minutes', 'rush', 'would', 'already', 'left']"
310,310,James,Nov. 13,drive thru 730pm spent 45 man rude order wrong got home suppose whopper double buns dry stale expired literally falling apart sandwiches ordered fries cold disgusting worst food ever ordered, Hatboro,PA,2021,Nov.,Burger King,0.378,0.622,0.0,-0.9349,negative,"['drive', 'thru', '730pm', 'spent', '45', 'man', 'rude', 'order', 'wrong', 'got', 'home', 'suppose', 'whopper', 'double', 'buns', 'dry', 'stale', 'expired', 'literally', 'falling', 'apart', 'sandwiches', 'ordered', 'fries', 'cold', 'disgusting', 'worst', 'food', 'ever', 'ordered']"
311,311,Rylee,Oct. 28,brand mcchicken five fing dollars taste like himalayan salt rock dipped pacific ocean wrapped come sock like three pieces four day old lettuce people suck dont go go mcdonalds cheaper, Mason City,NE,2021,Oct.,Burger King,0.083,0.774,0.143,0.2732,positive,"['brand', 'mcchicken', 'five', 'fing', 'dollars', 'taste', 'like', 'himalayan', 'salt', 'rock', 'dipped', 'pacific', 'ocean', 'wrapped', 'come', 'sock', 'like', 'three', 'pieces', 'four', 'day', 'old', 'lettuce', 'people', 'suck', 'dont', 'go', 'go', 'mcdonalds', 'cheaper']"
312,312,Bethany,Oct. 14,three locations three different occasions one thing common food never ready delivery arrive least 1 item either discontinued general mean come youre 24 hour food joint, Wichita,KS,2021,Oct.,Burger King,0.078,0.922,0.0,-0.2755,negative,"['three', 'locations', 'three', 'different', 'occasions', 'one', 'thing', 'common', 'food', 'never', 'ready', 'delivery', 'arrive', 'least', '1', 'item', 'either', 'discontinued', 'general', 'mean', 'come', 'youre', '24', 'hour', 'food', 'joint']"
313,313,Ramona,Oct. 8,went burger king brigham city excellent service friendly gal chantelle gave excellent whopper back sure, Brigham City,UT,2021,Oct.,Burger King,0.0,0.46,0.54,0.9169,positive,"['went', 'burger', 'king', 'brigham', 'city', 'excellent', 'service', 'friendly', 'gal', 'chantelle', 'gave', 'excellent', 'whopper', 'back', 'sure']"
